Month,province,hotspot_count,NDVI,NDMI
2021-12,Chiang Mai,228.86274509803923,0.7211192275865486,0.20356554023166937
2021-12,Mae Hong Son,47.21960784313725,0.7801908406568508,0.2441234906817167
2021-12,Nan,232.7019607843137,0.7652015625372741,0.22319257598575903
2021-12,Uttaradit,732.4156862745099,0.6609657980828328,0.14699603014795914
2022-01,Chiang Mai,301.45098039215696,0.7141490566179985,0.16135531314532564
2022-01,Mae Hong Son,252.81176470588233,0.7482294347959331,0.1934214169623449
2022-01,Nan,477.35294117647055,0.6931550122784762,0.14453118781336324
2022-01,Uttaradit,413.33333333333337,0.5927061411726676,0.07644073427997657
2022-02,Chiang Mai,660.8784313725489,0.6535311750742935,0.10867959688917564
2022-02,Mae Hong Son,369.64705882352945,0.6643698069917116,0.11313151009893942
2022-02,Nan,541.5254901960784,0.6601280191681339,0.11257979212152039
2022-02,Uttaradit,36.51764705882353,0.6124029447542653,0.06465133395445963
2022-03,Chiang Mai,862.3882352941175,0.643641767905659,0.09801805848783979
2022-03,Mae Hong Son,2167.2941176470595,0.5998938374344309,0.05373122357331928
2022-03,Nan,228.94509803921565,0.6937183716514083,0.16713737622301492
2022-03,Uttaradit,77.12549019607843,0.6378358514132157,0.11798226184211101
2022-04,Chiang Mai,284.4313725490196,0.6910289159081284,0.16471307213168476
2022-04,Mae Hong Son,692.5411764705883,0.6276849302891108,0.11353975674492772
2022-04,Nan,283.08627450980396,0.7504206374584204,0.22062655258930763
2022-04,Uttaradit,81.13333333333333,0.6505391974547768,0.13941247856809888
2022-05,Chiang Mai,89.85882352941178,0.5364476381145742,0.19721737575854745
2022-05,Mae Hong Son,24.776470588235295,0.49739138097603325,0.20266089149694125
2022-05,Nan,98.29019607843136,0.6042531644611825,0.2318039612907215
2022-05,Uttaradit,0.0,0.5581783839636905,0.19093296009330843
2022-06,Chiang Mai,6.0,0.46641401772337543,0.21640098915276995
2022-06,Mae Hong Son,0.0,0.37976598820641905,0.2271004716482297
2022-06,Nan,8.0,0.4851115907514838,0.2282190268393612
2022-06,Uttaradit,6.0,0.5511889121360795,0.21240999874767993
2022-07,Chiang Mai,0.0,0.5811167319500222,0.2367089908448644
2022-07,Mae Hong Son,0.0,0.5444085677582458,0.2589065270334525
2022-07,Nan,0.0,0.5215734782154252,0.23470744912917774
2022-07,Uttaradit,6.0,0.5356042852269468,0.21850493095682597
2022-08,Chiang Mai,0.0,0.4676491982524248,0.23569663874214283
2022-08,Mae Hong Son,0.0,0.44895608351205313,0.24465184565556777
2022-08,Nan,0.0,0.4564073928338665,0.24340677946719677
2022-08,Uttaradit,0.0,0.4934187107943769,0.253465238247104
2022-09,Chiang Mai,0.0,0.5028688621509858,0.2208437097700432
2022-09,Mae Hong Son,0.0,0.5119472505960424,0.23996603491657267
2022-09,Nan,0.0,0.5593959542104613,0.25109686007017734
2022-09,Uttaradit,15.0,0.5553694667916752,0.24538764819234557
2022-10,Chiang Mai,9.0,0.5778473217785748,0.23825965647633104
2022-10,Mae Hong Son,0.0,0.6701927500478012,0.2774104603320024
2022-10,Nan,13.717647058823529,0.7054542301293198,0.27698342040234336
2022-10,Uttaradit,21.0,0.7176624455135512,0.2648622608034059
2022-11,Chiang Mai,48.29411764705882,0.7181372485886351,0.2288709931923008
2022-11,Mae Hong Son,0.0,0.7555263417817433,0.2674255094367377
2022-11,Nan,15.0,0.7636577992520636,0.25221774697845367
2022-11,Uttaradit,92.0,0.7027434037201594,0.2104576470900183
2022-12,Chiang Mai,76.0,0.7063021748830217,0.20160125717820088
2022-12,Mae Hong Son,24.71372549019608,0.7656612928375521,0.2408212892261596
2022-12,Nan,173.58039215686276,0.7664819996925106,0.2290318734424773
2022-12,Uttaradit,200.68235294117648,0.6800979068860675,0.16066915758459166
2023-01,Chiang Mai,587.121568627451,0.6976498615472299,0.16634799456147722
2023-01,Mae Hong Son,202.39607843137253,0.7396643263057762,0.2001932174952548
2023-01,Nan,477.33333333333326,0.7150555458705665,0.18241275381599503
