Month,Mae Hong Son,Nan,Uttaradit
2025-10,0.0,0.0,17.95686274509804
2025-11,0.0,30.0,125.12549019607843
2025-12,73.86666666666667,202.07058823529408,218.0
2026-01,457.4274509803922,1124.4117647058824,180.39215686274508
2026-02,102.16470588235296,177.77254901960782,111.0235294117647
2026-03,3046.6823529411763,1546.0,582.3254901960786
2026-04,8786.023529411763,4293.545098039214,1889.6941176470586
